"stem_id","date","month","year","habitat","stage","count"
106,2008-09-23,9,2008,"riparian","early instar",0
107,2008-09-23,9,2008,"riparian","egg",0
107,2008-09-23,9,2008,"riparian","early instar",0
108,2008-09-23,9,2008,"upland","egg",0
108,2008-09-23,9,2008,"upland","early instar",75
109,2008-09-23,9,2008,"upland","egg",32
109,2008-09-23,9,2008,"upland","early instar",30
110,2008-09-23,9,2008,"upland","egg",3
110,2008-09-23,9,2008,"upland","early instar",27
111,2008-09-23,9,2008,"upland","egg",18
111,2008-09-23,9,2008,"upland","early instar",24
112,2008-09-23,9,2008,"upland","egg",6
112,2008-09-23,9,2008,"upland","early instar",42
113,2008-09-23,9,2008,"upland","egg",8
113,2008-09-23,9,2008,"upland","early instar",22
114,2008-09-23,9,2008,"upland","egg",10
114,2008-09-23,9,2008,"upland","early instar",47
115,2008-10-01,10,2008,"riparian","egg",2
115,2008-10-01,10,2008,"riparian","early instar",23
116,2008-10-01,10,2008,"riparian","egg",0
116,2008-10-01,10,2008,"riparian","early instar",7
117,2008-10-01,10,2008,"riparian","egg",0
117,2008-10-01,10,2008,"riparian","early instar",0
118,2008-10-01,10,2008,"riparian","egg",0
118,2008-10-01,10,2008,"riparian","early instar",6
119,2008-10-01,10,2008,"riparian","egg",0
119,2008-10-01,10,2008,"riparian","early instar",0
120,2008-10-01,10,2008,"riparian","egg",0
120,2008-10-01,10,2008,"riparian","early instar",0
121,2008-10-01,10,2008,"riparian","egg",0
121,2008-10-01,10,2008,"riparian","early instar",2
122,2008-10-01,10,2008,"riparian","egg",0
122,2008-10-01,10,2008,"riparian","early instar",0
123,2008-10-01,10,2008,"upland","egg",16
123,2008-10-01,10,2008,"upland","early instar",75
124,2008-10-01,10,2008,"upland","egg",4
124,2008-10-01,10,2008,"upland","early instar",0
125,2008-10-01,10,2008,"upland","egg",22
125,2008-10-01,10,2008,"upland","early instar",92
126,2008-10-01,10,2008,"upland","egg",0
126,2008-10-01,10,2008,"upland","early instar",11
127,2008-10-01,10,2008,"upland","egg",0
127,2008-10-01,10,2008,"upland","early instar",13
128,2008-10-01,10,2008,"upland","egg",0
128,2008-10-01,10,2008,"upland","early instar",0
129,2008-10-01,10,2008,"upland","egg",0
129,2008-10-01,10,2008,"upland","early instar",0
130,2008-10-08,10,2008,"riparian","egg",0
130,2008-10-08,10,2008,"riparian","early instar",0
131,2008-10-08,10,2008,"riparian","egg",0
131,2008-10-08,10,2008,"riparian","early instar",5
132,2008-10-08,10,2008,"riparian","egg",9
132,2008-10-08,10,2008,"riparian","early instar",33
133,2008-10-08,10,2008,"riparian","egg",0
133,2008-10-08,10,2008,"riparian","early instar",0
134,2008-10-08,10,2008,"riparian","egg",3
134,2008-10-08,10,2008,"riparian","early instar",4
135,2008-10-08,10,2008,"riparian","egg",0
135,2008-10-08,10,2008,"riparian","early instar",11
136,2008-10-08,10,2008,"riparian","egg",0
136,2008-10-08,10,2008,"riparian","early instar",0
137,2008-10-08,10,2008,"upland","egg",9
137,2008-10-08,10,2008,"upland","early instar",49
138,2008-10-08,10,2008,"upland","egg",0
138,2008-10-08,10,2008,"upland","early instar",2
139,2008-10-08,10,2008,"upland","egg",9
139,2008-10-08,10,2008,"upland","early instar",20
140,2008-10-08,10,2008,"upland","egg",5
140,2008-10-08,10,2008,"upland","early instar",34
141,2008-10-08,10,2008,"upland","egg",0
141,2008-10-08,10,2008,"upland","early instar",28
142,2008-10-08,10,2008,"upland","egg",4
142,2008-10-08,10,2008,"upland","early instar",19
143,2008-10-08,10,2008,"upland","egg",0
143,2008-10-08,10,2008,"upland","early instar",0
144,2009-06-10,6,2009,"upland","egg",0
144,2009-06-10,6,2009,"upland","early instar",11
145,2009-06-10,6,2009,"upland","egg",0
145,2009-06-10,6,2009,"upland","early instar",30
146,2009-06-10,6,2009,"upland","egg",0
146,2009-06-10,6,2009,"upland","early instar",7
147,2009-06-17,6,2009,"riparian","egg",0
147,2009-06-17,6,2009,"riparian","early instar",1
148,2009-06-17,6,2009,"riparian","egg",0
148,2009-06-17,6,2009,"riparian","early instar",4
149,2009-06-17,6,2009,"riparian","egg",0
149,2009-06-17,6,2009,"riparian","early instar",9
150,2009-06-17,6,2009,"riparian","egg",0
150,2009-06-17,6,2009,"riparian","early instar",21
151,2009-06-17,6,2009,"riparian","egg",0
151,2009-06-17,6,2009,"riparian","early instar",2
152,2009-06-17,6,2009,"riparian","egg",0
152,2009-06-17,6,2009,"riparian","early instar",4
153,2009-06-17,6,2009,"riparian","egg",0
153,2009-06-17,6,2009,"riparian","early instar",5
160,2009-06-17,6,2009,"upland","egg",0
160,2009-06-17,6,2009,"upland","early instar",1
161,2009-06-17,6,2009,"upland","egg",0
161,2009-06-17,6,2009,"upland","early instar",3
154,2009-06-17,6,2009,"upland","egg",0
154,2009-06-17,6,2009,"upland","early instar",26
155,2009-06-17,6,2009,"upland","egg",0
155,2009-06-17,6,2009,"upland","early instar",1
156,2009-06-17,6,2009,"upland","egg",0
156,2009-06-17,6,2009,"upland","early instar",56
157,2009-06-17,6,2009,"upland","egg",0
157,2009-06-17,6,2009,"upland","early instar",54
158,2009-06-17,6,2009,"upland","egg",0
158,2009-06-17,6,2009,"upland","early instar",7
159,2009-06-17,6,2009,"upland","egg",0
159,2009-06-17,6,2009,"upland","early instar",68
162,2009-06-25,6,2009,"riparian","egg",0
162,2009-06-25,6,2009,"riparian","early instar",0
163,2009-06-25,6,2009,"riparian","egg",0
163,2009-06-25,6,2009,"riparian","early instar",2
164,2009-06-25,6,2009,"upland","egg",0
164,2009-06-25,6,2009,"upland","early instar",0
165,2009-06-25,6,2009,"upland","egg",0
165,2009-06-25,6,2009,"upland","early instar",0
166,2009-06-25,6,2009,"upland","egg",0
166,2009-06-25,6,2009,"upland","early instar",0
167,2009-06-25,6,2009,"upland","egg",0
167,2009-06-25,6,2009,"upland","early instar",0
168,2009-06-25,6,2009,"upland","egg",0
168,2009-06-25,6,2009,"upland","early instar",0
169,2009-06-25,6,2009,"upland","egg",0
169,2009-06-25,6,2009,"upland","early instar",0
170,2009-06-25,6,2009,"upland","egg",0
170,2009-06-25,6,2009,"upland","early instar",0
171,2009-07-02,7,2009,"riparian","egg",0
171,2009-07-02,7,2009,"riparian","early instar",0
172,2009-07-02,7,2009,"riparian","egg",0
172,2009-07-02,7,2009,"riparian","early instar",0
173,2009-07-02,7,2009,"riparian","egg",0
173,2009-07-02,7,2009,"riparian","early instar",0
178,2009-07-02,7,2009,"upland","egg",0
178,2009-07-02,7,2009,"upland","early instar",0
179,2009-07-02,7,2009,"upland","egg",0
179,2009-07-02,7,2009,"upland","early instar",0
180,2009-07-02,7,2009,"upland","egg",0
180,2009-07-02,7,2009,"upland","early instar",2
181,2009-07-02,7,2009,"upland","egg",0
181,2009-07-02,7,2009,"upland","early instar",0
182,2009-07-02,7,2009,"upland","egg",0
182,2009-07-02,7,2009,"upland","early instar",0
183,2009-07-02,7,2009,"upland","egg",0
183,2009-07-02,7,2009,"upland","early instar",3
174,2009-07-02,7,2009,"upland","egg",0
174,2009-07-02,7,2009,"upland","early instar",0
175,2009-07-02,7,2009,"upland","egg",0
175,2009-07-02,7,2009,"upland","early instar",0
176,2009-07-02,7,2009,"upland","egg",0
176,2009-07-02,7,2009,"upland","early instar",0
177,2009-07-02,7,2009,"upland","egg",0
177,2009-07-02,7,2009,"upland","early instar",0
184,2009-07-09,7,2009,"riparian","egg",2
184,2009-07-09,7,2009,"riparian","early instar",0
186,2009-07-09,7,2009,"riparian","egg",2
186,2009-07-09,7,2009,"riparian","early instar",0
187,2009-07-09,7,2009,"riparian","egg",0
187,2009-07-09,7,2009,"riparian","early instar",0
188,2009-07-09,7,2009,"riparian","egg",0
188,2009-07-09,7,2009,"riparian","early instar",0
189,2009-07-09,7,2009,"riparian","egg",5
189,2009-07-09,7,2009,"riparian","early instar",0
190,2009-07-09,7,2009,"riparian","egg",1
190,2009-07-09,7,2009,"riparian","early instar",0
191,2009-07-09,7,2009,"riparian","egg",0
191,2009-07-09,7,2009,"riparian","early instar",0
192,2009-07-09,7,2009,"riparian","egg",0
192,2009-07-09,7,2009,"riparian","early instar",0
193,2009-07-09,7,2009,"riparian","egg",0
193,2009-07-09,7,2009,"riparian","early instar",0
185,2009-07-09,7,2009,"riparian","egg",0
185,2009-07-09,7,2009,"riparian","early instar",0
194,2009-07-09,7,2009,"upland","egg",0
194,2009-07-09,7,2009,"upland","early instar",0
195,2009-07-09,7,2009,"upland","egg",0
195,2009-07-09,7,2009,"upland","early instar",0
196,2009-07-09,7,2009,"upland","egg",0
196,2009-07-09,7,2009,"upland","early instar",0
197,2009-07-09,7,2009,"upland","egg",0
197,2009-07-09,7,2009,"upland","early instar",0
198,2009-07-09,7,2009,"upland","egg",0
198,2009-07-09,7,2009,"upland","early instar",0
199,2009-07-09,7,2009,"upland","egg",1
199,2009-07-09,7,2009,"upland","early instar",0
200,2009-07-09,7,2009,"upland","egg",0
200,2009-07-09,7,2009,"upland","early instar",0
201,2009-07-09,7,2009,"upland","egg",0
201,2009-07-09,7,2009,"upland","early instar",0
202,2009-07-09,7,2009,"upland","egg",0
202,2009-07-09,7,2009,"upland","early instar",0
203,2009-07-09,7,2009,"upland","egg",0
203,2009-07-09,7,2009,"upland","early instar",0
204,2009-07-16,7,2009,"riparian","egg",0
204,2009-07-16,7,2009,"riparian","early instar",0
205,2009-07-16,7,2009,"riparian","egg",0
205,2009-07-16,7,2009,"riparian","early instar",0
206,2009-07-16,7,2009,"riparian","egg",0
206,2009-07-16,7,2009,"riparian","early instar",0
207,2009-07-16,7,2009,"riparian","egg",0
207,2009-07-16,7,2009,"riparian","early instar",0
208,2009-07-16,7,2009,"riparian","egg",0
208,2009-07-16,7,2009,"riparian","early instar",0
209,2009-07-16,7,2009,"riparian","egg",0
209,2009-07-16,7,2009,"riparian","early instar",0
210,2009-07-16,7,2009,"riparian","egg",0
210,2009-07-16,7,2009,"riparian","early instar",0
211,2009-07-16,7,2009,"riparian","egg",0
211,2009-07-16,7,2009,"riparian","early instar",0
212,2009-07-16,7,2009,"riparian","egg",0
212,2009-07-16,7,2009,"riparian","early instar",0
213,2009-07-16,7,2009,"riparian","egg",0
213,2009-07-16,7,2009,"riparian","early instar",0
214,2009-07-16,7,2009,"upland","egg",1
214,2009-07-16,7,2009,"upland","early instar",0
216,2009-07-16,7,2009,"upland","egg",0
216,2009-07-16,7,2009,"upland","early instar",0
217,2009-07-16,7,2009,"upland","egg",0
217,2009-07-16,7,2009,"upland","early instar",0
218,2009-07-16,7,2009,"upland","egg",0
218,2009-07-16,7,2009,"upland","early instar",0
219,2009-07-16,7,2009,"upland","egg",0
219,2009-07-16,7,2009,"upland","early instar",0
220,2009-07-16,7,2009,"upland","egg",0
220,2009-07-16,7,2009,"upland","early instar",0
221,2009-07-16,7,2009,"upland","egg",0
221,2009-07-16,7,2009,"upland","early instar",0
222,2009-07-16,7,2009,"upland","egg",0
222,2009-07-16,7,2009,"upland","early instar",0
223,2009-07-16,7,2009,"upland","egg",2
223,2009-07-16,7,2009,"upland","early instar",0
215,2009-07-16,7,2009,"upland","egg",0
215,2009-07-16,7,2009,"upland","early instar",0
224,2009-07-21,7,2009,"riparian","egg",0
224,2009-07-21,7,2009,"riparian","early instar",0
225,2009-07-21,7,2009,"riparian","egg",0
225,2009-07-21,7,2009,"riparian","early instar",0
226,2009-07-21,7,2009,"riparian","egg",0
226,2009-07-21,7,2009,"riparian","early instar",0
227,2009-07-21,7,2009,"riparian","egg",0
227,2009-07-21,7,2009,"riparian","early instar",0
228,2009-07-21,7,2009,"riparian","egg",0
228,2009-07-21,7,2009,"riparian","early instar",0
229,2009-07-21,7,2009,"riparian","egg",0
229,2009-07-21,7,2009,"riparian","early instar",0
231,2009-07-23,7,2009,"riparian","egg",0
231,2009-07-23,7,2009,"riparian","early instar",0
232,2009-07-23,7,2009,"riparian","egg",1
232,2009-07-23,7,2009,"riparian","early instar",0
233,2009-07-23,7,2009,"riparian","egg",0
233,2009-07-23,7,2009,"riparian","early instar",0
230,2009-07-23,7,2009,"riparian","egg",0
230,2009-07-23,7,2009,"riparian","early instar",0
234,2009-07-23,7,2009,"upland","egg",0
234,2009-07-23,7,2009,"upland","early instar",0
235,2009-07-23,7,2009,"upland","egg",0
235,2009-07-23,7,2009,"upland","early instar",0
236,2009-07-23,7,2009,"upland","egg",11
236,2009-07-23,7,2009,"upland","early instar",0
237,2009-07-23,7,2009,"upland","egg",0
237,2009-07-23,7,2009,"upland","early instar",0
238,2009-07-23,7,2009,"upland","egg",2
238,2009-07-23,7,2009,"upland","early instar",0
239,2009-07-23,7,2009,"upland","egg",0
239,2009-07-23,7,2009,"upland","early instar",0
240,2009-07-23,7,2009,"upland","egg",0
240,2009-07-23,7,2009,"upland","early instar",0
241,2009-07-23,7,2009,"upland","egg",0
241,2009-07-23,7,2009,"upland","early instar",0
242,2009-07-23,7,2009,"upland","egg",0
242,2009-07-23,7,2009,"upland","early instar",0
243,2009-07-23,7,2009,"upland","egg",0
243,2009-07-23,7,2009,"upland","early instar",0
250,2009-07-29,7,2009,"riparian","egg",0
250,2009-07-29,7,2009,"riparian","early instar",0
251,2009-07-29,7,2009,"riparian","egg",0
251,2009-07-29,7,2009,"riparian","early instar",0
252,2009-07-29,7,2009,"riparian","egg",0
252,2009-07-29,7,2009,"riparian","early instar",0
253,2009-07-29,7,2009,"riparian","egg",0
253,2009-07-29,7,2009,"riparian","early instar",0
244,2009-07-29,7,2009,"riparian","egg",0
244,2009-07-29,7,2009,"riparian","early instar",0
245,2009-07-29,7,2009,"riparian","egg",0
245,2009-07-29,7,2009,"riparian","early instar",1
246,2009-07-29,7,2009,"riparian","egg",0
246,2009-07-29,7,2009,"riparian","early instar",0
247,2009-07-29,7,2009,"riparian","egg",0
247,2009-07-29,7,2009,"riparian","early instar",0
248,2009-07-29,7,2009,"riparian","egg",0
248,2009-07-29,7,2009,"riparian","early instar",0
249,2009-07-29,7,2009,"riparian","egg",0
249,2009-07-29,7,2009,"riparian","early instar",0
254,2009-07-29,7,2009,"upland","egg",0
254,2009-07-29,7,2009,"upland","early instar",0
260,2009-07-29,7,2009,"upland","egg",0
260,2009-07-29,7,2009,"upland","early instar",0
261,2009-07-29,7,2009,"upland","egg",0
261,2009-07-29,7,2009,"upland","early instar",0
262,2009-07-29,7,2009,"upland","egg",0
262,2009-07-29,7,2009,"upland","early instar",0
263,2009-07-29,7,2009,"upland","egg",0
263,2009-07-29,7,2009,"upland","early instar",0
255,2009-07-29,7,2009,"upland","egg",0
255,2009-07-29,7,2009,"upland","early instar",0
256,2009-07-29,7,2009,"upland","egg",0
256,2009-07-29,7,2009,"upland","early instar",0
257,2009-07-29,7,2009,"upland","egg",0
257,2009-07-29,7,2009,"upland","early instar",0
258,2009-07-29,7,2009,"upland","egg",0
258,2009-07-29,7,2009,"upland","early instar",0
259,2009-07-29,7,2009,"upland","egg",2
259,2009-07-29,7,2009,"upland","early instar",0
264,2009-08-07,8,2009,"riparian","egg",0
264,2009-08-07,8,2009,"riparian","early instar",0
266,2009-08-07,8,2009,"riparian","egg",0
266,2009-08-07,8,2009,"riparian","early instar",0
267,2009-08-07,8,2009,"riparian","egg",0
267,2009-08-07,8,2009,"riparian","early instar",0
268,2009-08-07,8,2009,"riparian","egg",0
268,2009-08-07,8,2009,"riparian","early instar",1
269,2009-08-07,8,2009,"riparian","egg",0
269,2009-08-07,8,2009,"riparian","early instar",0
270,2009-08-07,8,2009,"riparian","egg",0
270,2009-08-07,8,2009,"riparian","early instar",0
271,2009-08-07,8,2009,"riparian","egg",0
271,2009-08-07,8,2009,"riparian","early instar",0
272,2009-08-07,8,2009,"riparian","egg",0
272,2009-08-07,8,2009,"riparian","early instar",0
273,2009-08-07,8,2009,"riparian","egg",0
273,2009-08-07,8,2009,"riparian","early instar",0
265,2009-08-07,8,2009,"riparian","egg",0
265,2009-08-07,8,2009,"riparian","early instar",0
274,2009-08-07,8,2009,"upland","egg",0
274,2009-08-07,8,2009,"upland","early instar",0
275,2009-08-07,8,2009,"upland","egg",0
275,2009-08-07,8,2009,"upland","early instar",0
276,2009-08-07,8,2009,"upland","egg",0
276,2009-08-07,8,2009,"upland","early instar",0
277,2009-08-07,8,2009,"upland","egg",0
277,2009-08-07,8,2009,"upland","early instar",0
278,2009-08-07,8,2009,"upland","egg",0
278,2009-08-07,8,2009,"upland","early instar",0
279,2009-08-07,8,2009,"upland","egg",0
279,2009-08-07,8,2009,"upland","early instar",0
280,2009-08-07,8,2009,"upland","egg",0
280,2009-08-07,8,2009,"upland","early instar",0
281,2009-08-07,8,2009,"upland","egg",0
281,2009-08-07,8,2009,"upland","early instar",0
282,2009-08-07,8,2009,"upland","egg",0
282,2009-08-07,8,2009,"upland","early instar",0
283,2009-08-07,8,2009,"upland","egg",3
283,2009-08-07,8,2009,"upland","early instar",0
284,2009-08-21,8,2009,"riparian","egg",0
284,2009-08-21,8,2009,"riparian","early instar",0
285,2009-08-21,8,2009,"riparian","egg",0
285,2009-08-21,8,2009,"riparian","early instar",0
286,2009-08-21,8,2009,"riparian","egg",0
286,2009-08-21,8,2009,"riparian","early instar",0
287,2009-08-21,8,2009,"upland","egg",0
287,2009-08-21,8,2009,"upland","early instar",0
288,2009-08-21,8,2009,"upland","egg",0
288,2009-08-21,8,2009,"upland","early instar",0
289,2009-08-21,8,2009,"upland","egg",0
289,2009-08-21,8,2009,"upland","early instar",0
290,2009-08-21,8,2009,"upland","egg",1
290,2009-08-21,8,2009,"upland","early instar",0
291,2009-08-21,8,2009,"upland","egg",0
291,2009-08-21,8,2009,"upland","early instar",0
